Cnaphalocrocis medinalis adult
Cnaphalocrocis medinalis larva
Melanitis leda ismene adult
Melanitis leda ismene larva
Mythimna separata adult
Mythimna separata larva
Naranga aenescens adult
Naranga aenescens larva
Nymphula depunctalis adult
Pelopidas mathias adult
Pelopidas mathias larva
Scirpophaga incertulas adult
Scirpophaga incertulas larva
Spodoptera exempta adult
Spodoptera exempta larva
Spodoptera litura adult
Spodoptera litura larva
Asian cornborer adult
